Customer ID,Ordered Food,Ordered Time,Delivery Time (mins),Distance (km),Mode of Payment,Delivery Location,Delivery Guy ID,Customer Rating
CUST1261,"Coffee, Biryani, Wrap, Sandwich",4:30 AM,80,23.99,UPI,Tech Valley,DEL048,4.8
CUST1262,Momos,9:11 PM,101,4,Debit Card,Airport Zone,DEL033,4.6
CUST1263,Coffee,11:08 PM,18,14.71,UPI,Hillview,DEL071,3.3
CUST1264,"Wrap, Tea",2:19 AM,101,7.42,UPI,Metro Square,DEL011,2.4
CUST1265,Salad,5:20 AM,15,7.34,Cash,Old Town,DEL018,2.5
CUST1266,Sandwich,2:42 PM,38,10.42,UPI,Airport Zone,DEL011,2.6
CUST1267,"Smoothie, Momos, Juice",6:07 AM,67,24.97,UPI,City Center,DEL038,3.9
CUST1268,Milkshake,1:01 PM,26,1.85,UPI,Riverside,DEL057,2.8
CUST1269,"Noodles, Juice",7:19 PM,25,14.67,Debit Card,Downtown,DEL067,4.4
CUST1270,Momos,7:36 AM,96,2.52,Cash,Old Town,DEL046,4.8
CUST1271,Pizza,10:50 PM,104,4.29,Cash,Old Town,DEL030,2.3
CUST1272,"Pasta, Tea",3:49 AM,12,11.27,Cash,Airport Zone,DEL075,3.2
CUST1273,Momos,6:48 AM,30,13.01,Debit Card,City Center,DEL006,1.4
CUST1274,"Momos, Paneer Tikka, Chips, Sandwich",12:33 PM,73,6.84,Credit Card,Lakeside,DEL060,1.8
CUST1275,"Momos, Burger, Coffee, Chips",8:44 PM,99,8.25,Debit Card,Green Park,DEL066,2.7
CUST1276,"Tea, Hotdog",2:31 AM,45,2.63,Debit Card,Metro Square,DEL080,1.8
CUST1277,"Pasta, Juice, Smoothie, Sandwich",5:58 AM,115,7.93,Wallet,Old Town,DEL044,4.5
CUST1278,"Samosa, Rice Bowl",1:12 AM,110,24.18,Cash,Tech Valley,DEL055,1.6
CUST1279,"Rice Bowl, Coke",3:12 AM,95,23.65,Debit Card,Airport Zone,DEL058,2.8
CUST1280,"Paneer Tikka, Coffee, Momos, Coke",12:39 PM,71,8.7,Cash,Old Town,DEL060,3.4
CUST1281,"Chips, Milkshake, Rice Bowl, Smoothie",11:22 AM,51,14.49,Debit Card,Hillview,DEL056,3.8
CUST1282,"Momos, Biryani, Coke",10:09 PM,85,22.79,UPI,Uptown,DEL053,2.5
CUST1283,Wrap,4:49 PM,51,0.65,Cash,Lakeside,DEL048,4.5
CUST1284,"Sandwich, Pizza, Samosa, Pasta",12:11 PM,70,20.36,Credit Card,Tech Valley,DEL064,3.3
CUST1285,Wrap,11:01 PM,22,23.74,UPI,City Center,DEL041,2.8
CUST1286,Burger,7:41 PM,20,2.74,Wallet,Riverside,DEL035,1.3
CUST1287,"Biryani, Fries",5:36 AM,63,4.46,Wallet,Metro Square,DEL049,2.9
CUST1288,"Salad, Tea",11:40 PM,25,24.04,Credit Card,Riverside,DEL004,4.3
CUST1289,"Coke, Smoothie",3:50 PM,17,13.67,Cash,City Center,DEL023,3.5
CUST1290,"Salad, Coffee, Rice Bowl",7:22 AM,113,0.85,Credit Card,Tech Valley,DEL057,4.3
CUST1291,"Burger, Wrap, Smoothie",4:46 AM,68,6.81,Credit Card,Downtown,DEL030,3
CUST1292,"Fries, Salad",11:39 AM,66,11.52,Wallet,Airport Zone,DEL034,1.5
CUST1293,"Momos, Samosa, Noodles, Sandwich",11:52 AM,49,17.48,Debit Card,Metro Square,DEL010,1.1
CUST1294,"Biryani, Burger, Rice Bowl, Pasta",9:43 PM,118,18.46,Wallet,Green Park,DEL046,2.2
CUST1295,Smoothie,6:58 AM,68,24.89,Wallet,Airport Zone,DEL011,3.8
CUST1296,"Fries, Wrap",7:09 AM,11,7.54,UPI,Old Town,DEL038,4.2
CUST1297,"Milkshake, Rice Bowl",5:09 AM,103,13.69,Cash,Tech Valley,DEL065,2.2
CUST1298,"Pizza, Samosa, Wrap",8:44 PM,103,13.57,Credit Card,Airport Zone,DEL066,3
CUST1299,Noodles,2:14 PM,85,10.44,UPI,Lakeside,DEL070,2.7
CUST1300,"Momos, Tea",10:39 PM,19,4.64,Cash,Hillview,DEL011,2.6
CUST1301,Paneer Tikka,6:57 AM,53,24.45,Debit Card,City Center,DEL036,1.9
CUST1302,Samosa,4:38 PM,20,21.41,Wallet,Sunset Street,DEL030,1.5
CUST1303,"Coke, Hotdog, Juice",7:11 PM,88,12.71,Cash,Tech Valley,DEL013,1.8
CUST1304,"Momos, Sandwich, Smoothie, Paneer Tikka",12:18 AM,89,15.28,UPI,Sunset Street,DEL016,1.2
CUST1305,"Coffee, Noodles",11:54 AM,90,6.07,Wallet,Hillview,DEL010,1.8
CUST1306,Pasta,3:44 PM,99,13.82,UPI,Old Town,DEL047,1
CUST1307,"Wrap, Momos",10:53 PM,11,17.53,UPI,Riverside,DEL005,3.5
CUST1308,"Pizza, Chips, Wrap",7:50 AM,59,13.12,Cash,Uptown,DEL070,2.3
CUST1309,Pasta,11:14 AM,21,24.76,UPI,Sunset Street,DEL026,4.9
CUST1310,"Salad, Hotdog, Samosa",4:14 AM,99,15.48,Debit Card,Riverside,DEL043,1.8
CUST1311,"Sandwich, Burger, Fries",1:27 PM,32,9.59,Wallet,Airport Zone,DEL026,2.4
CUST1312,"Noodles, Salad, Chips, Hotdog",2:32 AM,27,19.42,Wallet,Downtown,DEL043,2.4
CUST1313,"Juice, Sandwich, Samosa",11:02 AM,71,4.68,Cash,Tech Valley,DEL033,1
CUST1314,Pasta,3:25 PM,105,9.92,Cash,Tech Valley,DEL039,4.4
CUST1315,Smoothie,2:58 AM,71,9,Credit Card,City Center,DEL036,1.1
CUST1316,Paneer Tikka,1:35 AM,47,11.08,UPI,Lakeside,DEL025,4.8
CUST1317,Smoothie,2:02 PM,76,19.65,Debit Card,Riverside,DEL078,4.6
CUST1318,Pasta,4:11 PM,47,12.36,Credit Card,Metro Square,DEL018,3.1
CUST1319,Paneer Tikka,12:38 PM,76,19.95,Debit Card,Metro Square,DEL070,3.2
CUST1320,Chips,3:50 PM,103,14.62,Cash,Metro Square,DEL034,3.6
CUST1321,"Paneer Tikka, Smoothie, Coffee, Rice Bowl",3:48 AM,70,8.88,Cash,Uptown,DEL002,2.5
CUST1322,"Pasta, Biryani, Coke, Juice",4:51 PM,10,20.34,Debit Card,Green Park,DEL039,3.6
CUST1323,"Biryani, Samosa, Pizza, Salad",5:53 AM,103,6.34,Wallet,Uptown,DEL037,1.2
CUST1324,"Pasta, Samosa, Coffee",6:24 AM,54,6,Cash,Old Town,DEL045,1.2
CUST1325,"Smoothie, Coke",1:06 AM,105,12.86,Cash,Uptown,DEL052,2.8
CUST1326,"Juice, Chips",12:31 AM,37,6.89,Debit Card,Sunset Street,DEL052,3.2
CUST1327,"Coffee, Samosa, Sandwich, Pizza",3:09 AM,30,0.72,Debit Card,Old Town,DEL075,4.6
CUST1328,"Salad, Pasta, Smoothie, Samosa",12:06 PM,119,16.38,Cash,Old Town,DEL002,1.4
CUST1329,"Momos, Smoothie, Milkshake",11:41 AM,22,13.02,UPI,City Center,DEL061,4.3
CUST1330,"Pizza, Wrap, Rice Bowl, Smoothie",5:14 PM,36,11.42,Cash,Hillview,DEL066,1.8
CUST1331,"Juice, Tea, Rice Bowl, Smoothie",5:43 PM,109,24.19,Debit Card,City Center,DEL020,2.6
CUST1332,"Noodles, Momos",5:40 PM,16,14.49,UPI,Tech Valley,DEL051,2.3
CUST1333,"Momos, Wrap",5:45 AM,31,21.65,Debit Card,Green Park,DEL030,2.6
CUST1334,"Rice Bowl, Juice",2:54 AM,83,3.92,Cash,Green Park,DEL030,1.6
CUST1335,"Salad, Milkshake, Juice, Coffee",3:42 PM,112,14.45,Credit Card,Lakeside,DEL027,3
CUST1336,"Smoothie, Samosa",8:27 PM,62,21.77,Cash,Hillview,DEL061,4.2
CUST1337,"Burger, Salad, Pizza, Coffee",10:48 PM,88,14.79,Cash,Tech Valley,DEL030,2.8
CUST1338,"Sandwich, Momos, Rice Bowl, Tea",8:34 AM,88,18.09,Credit Card,Lakeside,DEL067,3
CUST1339,"Smoothie, Noodles",8:49 AM,13,9.62,Wallet,Old Town,DEL076,4.4
CUST1340,"Hotdog, Pizza, Chips, Momos",12:30 PM,105,2.77,UPI,Lakeside,DEL071,3.8
CUST1341,"Paneer Tikka, Hotdog, Coke, Samosa",6:20 AM,32,11.72,UPI,Downtown,DEL060,3
CUST1342,"Paneer Tikka, Momos, Samosa, Milkshake",2:48 PM,79,10.16,UPI,Tech Valley,DEL060,2
CUST1343,"Pizza, Pasta, Samosa",8:08 AM,97,21.74,Debit Card,City Center,DEL044,4.5
CUST1344,"Tea, Rice Bowl, Noodles, Sandwich",4:13 AM,93,6.48,Debit Card,Riverside,DEL011,3.3
CUST1345,Fries,6:44 AM,110,24.18,UPI,City Center,DEL041,1.9
CUST1346,Chips,4:09 AM,93,23.97,Credit Card,Sunset Street,DEL025,2.1
CUST1347,Sandwich,5:58 AM,85,6.57,Credit Card,Airport Zone,DEL055,4.2
CUST1348,"Fries, Tea, Juice",10:32 PM,42,9.03,Debit Card,City Center,DEL054,1.2
CUST1349,"Samosa, Momos",12:40 AM,37,22.44,Wallet,Riverside,DEL027,5
CUST1350,"Fries, Juice, Tea",3:48 AM,17,24.18,UPI,Metro Square,DEL057,1.5
CUST1351,"Biryani, Tea, Hotdog, Coffee",7:18 PM,10,11.36,Cash,Sunset Street,DEL058,4.2
CUST1352,"Burger, Salad, Hotdog",8:09 AM,46,8.36,Debit Card,Uptown,DEL072,2.6
CUST1353,"Hotdog, Milkshake",11:35 AM,72,13.39,UPI,Sunset Street,DEL004,3
CUST1354,Salad,9:54 PM,31,17.35,Wallet,Lakeside,DEL048,4.5
CUST1355,"Hotdog, Salad, Rice Bowl, Biryani",11:36 PM,79,7.2,Credit Card,Old Town,DEL018,2.7
CUST1356,"Pasta, Burger, Samosa",4:45 AM,30,18.54,Debit Card,Lakeside,DEL074,3.1
CUST1357,"Burger, Sandwich, Samosa, Smoothie",9:43 PM,105,1.77,Debit Card,Downtown,DEL017,1.2
CUST1358,"Smoothie, Biryani, Hotdog, Chips",8:55 PM,44,1.71,UPI,City Center,DEL040,1
CUST1359,"Pizza, Paneer Tikka, Rice Bowl",5:11 AM,88,9.96,Wallet,City Center,DEL002,2
CUST1360,"Pizza, Chips",11:22 PM,14,9.16,Cash,Riverside,DEL064,3.7
CUST1361,"Paneer Tikka, Juice, Tea, Fries",12:03 PM,69,8.23,Wallet,Sunset Street,DEL046,1.5
CUST1362,"Fries, Hotdog, Samosa",12:11 PM,55,12.53,UPI,Metro Square,DEL044,1.5
CUST1363,"Smoothie, Samosa, Burger",7:21 PM,59,8.36,Wallet,Lakeside,DEL029,2.6
CUST1364,"Wrap, Tea",6:23 AM,57,5.21,Cash,Downtown,DEL054,3.6
CUST1365,"Fries, Juice, Biryani",8:03 PM,15,8.08,Debit Card,Downtown,DEL055,3.8
CUST1366,Rice Bowl,12:15 PM,98,24.39,Credit Card,Airport Zone,DEL052,1.7
CUST1367,"Hotdog, Juice, Coke, Momos",8:50 PM,65,10.57,Credit Card,Tech Valley,DEL069,1.3
CUST1368,"Noodles, Chips, Biryani",11:30 PM,119,11.4,Cash,Green Park,DEL039,4.8
CUST1369,"Hotdog, Sandwich, Pasta",7:04 AM,68,14.63,UPI,Hillview,DEL042,2
CUST1370,"Coke, Pizza, Milkshake",8:07 PM,113,24.59,Credit Card,Airport Zone,DEL076,4.4
CUST1371,"Sandwich, Coke, Pizza",5:03 PM,38,6.42,Wallet,Old Town,DEL003,4.5
CUST1372,Tea,8:25 AM,80,17.19,Wallet,Metro Square,DEL073,4.1
CUST1373,Samosa,9:50 PM,113,18.04,Wallet,Metro Square,DEL005,1.7
CUST1374,Paneer Tikka,3:17 PM,86,15.38,Credit Card,Sunset Street,DEL018,4.3
CUST1375,Coffee,3:52 AM,111,2.67,Cash,Downtown,DEL020,4.1
CUST1376,"Momos, Biryani, Smoothie, Paneer Tikka",7:00 AM,27,17.08,Wallet,Metro Square,DEL043,3.4
CUST1377,Coke,3:42 PM,11,2.07,UPI,Old Town,DEL073,2.3
CUST1378,"Tea, Juice, Noodles, Milkshake",10:14 AM,17,15.11,Wallet,Hillview,DEL078,2.1
CUST1379,"Tea, Samosa, Juice, Coke",5:19 PM,84,18.62,UPI,Sunset Street,DEL078,1.5
CUST1380,"Biryani, Coffee",3:41 AM,106,5.67,UPI,Sunset Street,DEL074,3
CUST1381,"Fries, Pizza, Wrap",5:20 PM,63,21.12,Debit Card,Lakeside,DEL051,3.3
CUST1382,"Noodles, Burger, Chips",4:00 AM,47,1.24,UPI,Green Park,DEL049,2.4
CUST1383,"Burger, Pasta",9:04 PM,57,21.17,Debit Card,Airport Zone,DEL027,2.9
CUST1384,Hotdog,7:49 AM,36,11.78,UPI,Hillview,DEL051,2.5
CUST1385,"Fries, Samosa, Paneer Tikka",12:11 PM,29,5.83,Wallet,Uptown,DEL009,3.6
CUST1386,"Fries, Wrap",12:42 PM,21,3.78,Cash,Metro Square,DEL069,4.6
CUST1387,Chips,1:32 AM,52,23.86,UPI,Sunset Street,DEL050,1.7
CUST1388,"Rice Bowl, Fries, Samosa",9:42 AM,70,2.28,Wallet,Tech Valley,DEL025,2.5
CUST1389,"Wrap, Tea, Burger, Paneer Tikka",12:14 PM,40,5.38,Cash,Sunset Street,DEL061,1.6
CUST1390,Samosa,6:53 PM,100,9.02,Debit Card,Green Park,DEL014,3.5
CUST1391,"Fries, Hotdog",11:30 PM,105,15.7,UPI,Green Park,DEL043,3.9
CUST1392,Fries,9:23 PM,70,13.85,Credit Card,Riverside,DEL073,4.7
CUST1393,Milkshake,12:04 PM,83,3.58,Cash,Lakeside,DEL058,2.1
CUST1394,"Momos, Sandwich",10:46 AM,76,7.6,Credit Card,Old Town,DEL039,4.8
CUST1395,Smoothie,8:50 AM,118,6.35,Wallet,Uptown,DEL012,1.3
CUST1396,"Wrap, Noodles, Momos",3:02 PM,100,5.73,Debit Card,Old Town,DEL022,3.4
CUST1397,"Momos, Biryani, Hotdog, Rice Bowl",11:20 AM,44,10.57,Cash,Old Town,DEL014,1.2
CUST1398,"Paneer Tikka, Sandwich, Pizza",8:36 AM,104,17.75,UPI,Lakeside,DEL071,4.6
CUST1399,"Noodles, Chips",2:51 AM,24,5.83,Debit Card,Metro Square,DEL023,3.1
CUST1400,Hotdog,5:59 AM,25,9.48,Debit Card,Downtown,DEL005,3.7
CUST1401,"Coke, Samosa",8:42 PM,22,10.08,Debit Card,Sunset Street,DEL078,4.3
CUST1402,"Burger, Fries",2:23 AM,44,24.42,Debit Card,Airport Zone,DEL063,1.6
CUST1403,"Hotdog, Tea",2:27 AM,84,23.89,Credit Card,Riverside,DEL004,1.2
CUST1404,"Hotdog, Smoothie",11:17 PM,68,20.1,UPI,Sunset Street,DEL024,4.5
CUST1405,"Rice Bowl, Milkshake, Noodles",2:04 AM,30,6.42,Debit Card,Old Town,DEL026,2.3
CUST1406,"Momos, Milkshake, Coke",6:49 PM,63,2.17,UPI,Uptown,DEL009,1.5
CUST1407,"Pasta, Noodles, Chips",9:21 PM,84,8.26,Wallet,Green Park,DEL050,2.9
CUST1408,"Coffee, Hotdog, Fries",10:27 AM,39,7.04,Credit Card,Lakeside,DEL037,3.4
CUST1409,Fries,8:01 AM,57,12.9,Credit Card,Uptown,DEL027,1.1
CUST1410,"Juice, Sandwich, Milkshake, Fries",6:59 PM,44,19.55,UPI,Green Park,DEL030,2.1
CUST1411,"Chips, Fries, Tea, Juice",9:05 PM,95,21.53,Wallet,Sunset Street,DEL038,1.1
CUST1412,Paneer Tikka,6:46 PM,47,21.2,Debit Card,Lakeside,DEL068,2.7
CUST1413,"Tea, Pizza, Juice",12:37 PM,40,9.31,Credit Card,Downtown,DEL009,4.6
CUST1414,"Juice, Biryani, Coffee, Rice Bowl",6:37 AM,87,17.34,Wallet,Old Town,DEL059,4.9
CUST1415,"Salad, Momos, Pasta",10:28 AM,33,8.16,Wallet,Lakeside,DEL008,3.5
CUST1416,"Sandwich, Juice",5:31 PM,58,1.99,Credit Card,Hillview,DEL048,1.6
CUST1417,"Pizza, Wrap, Tea, Smoothie",11:51 AM,105,17.69,Cash,Green Park,DEL067,4.6
CUST1418,"Pizza, Wrap, Samosa, Paneer Tikka",5:03 AM,109,0.74,Debit Card,Old Town,DEL002,3.1
CUST1419,"Milkshake, Chips, Samosa, Tea",3:51 PM,41,10.52,Cash,Lakeside,DEL022,1.6
CUST1420,"Wrap, Samosa, Smoothie, Juice",12:51 AM,64,8.57,Wallet,Airport Zone,DEL042,4.7
CUST1421,Milkshake,4:01 AM,88,17.49,Wallet,Metro Square,DEL053,4
CUST1422,"Samosa, Paneer Tikka",8:10 AM,116,19.27,Debit Card,Tech Valley,DEL051,3.9
CUST1423,"Momos, Burger",1:10 PM,67,7.95,Credit Card,City Center,DEL021,3.8
CUST1424,Smoothie,9:00 PM,108,20.38,Cash,Tech Valley,DEL015,1.8
CUST1425,"Samosa, Coke, Tea, Momos",2:39 AM,12,7.7,Debit Card,Old Town,DEL017,1.8
CUST1426,Biryani,8:31 PM,89,11.43,Debit Card,Riverside,DEL069,3.8
CUST1427,"Hotdog, Coffee, Salad, Coke",3:08 AM,78,18.31,Credit Card,Old Town,DEL054,1.9
CUST1428,"Momos, Biryani",11:42 PM,94,17.48,Debit Card,Hillview,DEL062,2.8
CUST1429,"Milkshake, Wrap, Hotdog, Biryani",2:09 AM,19,24.69,Cash,Old Town,DEL009,4.1
CUST1430,Juice,9:04 AM,92,6.02,UPI,Old Town,DEL050,4.1
CUST1431,Fries,6:36 AM,34,16.73,Cash,Sunset Street,DEL027,2.8
CUST1432,"Biryani, Rice Bowl, Coffee",7:48 AM,77,15.44,Wallet,Tech Valley,DEL017,4.2
CUST1433,"Pasta, Noodles",10:27 PM,70,22.92,Cash,Riverside,DEL027,4.4
CUST1434,"Momos, Milkshake, Biryani, Chips",7:25 PM,38,4.33,Cash,Old Town,DEL040,3.6
CUST1435,"Wrap, Hotdog, Tea",2:34 PM,28,18.92,Wallet,Downtown,DEL056,1.9
CUST1436,"Rice Bowl, Milkshake, Burger",6:41 PM,52,14.42,UPI,City Center,DEL061,2.1
CUST1437,"Noodles, Coffee",2:25 PM,75,7.23,Wallet,Downtown,DEL021,2.3
CUST1438,"Juice, Samosa, Wrap",1:36 AM,83,12.12,Cash,Metro Square,DEL078,1.5
CUST1439,"Fries, Chips, Pizza, Juice",4:30 PM,70,8.68,UPI,Sunset Street,DEL074,2.1
CUST1440,"Pasta, Momos, Tea, Wrap",6:04 AM,52,14.69,UPI,Tech Valley,DEL040,1.8
CUST1441,"Wrap, Biryani, Coke",5:27 AM,34,22.28,Cash,Uptown,DEL076,2.8
CUST1442,"Paneer Tikka, Tea, Momos",3:57 PM,29,14.45,Credit Card,City Center,DEL026,4.6
CUST1443,"Tea, Paneer Tikka",3:14 PM,57,15.98,Credit Card,Riverside,DEL065,1.4
CUST1444,"Paneer Tikka, Rice Bowl",2:51 AM,92,13.21,UPI,Lakeside,DEL059,3.9
CUST1445,"Pasta, Biryani",7:49 PM,96,1.75,Wallet,Tech Valley,DEL036,3.7
CUST1446,"Chips, Tea, Noodles, Burger",5:08 AM,33,6.21,Cash,Metro Square,DEL026,1.4
CUST1447,"Samosa, Rice Bowl, Tea, Fries",2:41 PM,20,12.55,Credit Card,Uptown,DEL001,4.7
CUST1448,"Pizza, Rice Bowl, Coke, Fries",12:43 PM,119,8.1,Credit Card,City Center,DEL019,3.3
CUST1449,"Smoothie, Momos, Coke, Samosa",12:29 AM,107,4.95,Wallet,Uptown,DEL058,2.5
CUST1450,"Sandwich, Biryani, Pasta",10:44 AM,64,12.85,Wallet,Metro Square,DEL009,4
CUST1451,"Wrap, Chips",6:33 PM,37,8.41,Cash,Metro Square,DEL052,2
CUST1452,"Juice, Rice Bowl, Biryani",5:39 PM,78,6.82,Wallet,Lakeside,DEL078,3.8
CUST1453,"Coke, Tea",3:41 PM,72,11.87,UPI,Downtown,DEL032,1.2
CUST1454,"Tea, Rice Bowl, Salad, Momos",5:26 PM,68,3.77,UPI,Metro Square,DEL068,4.4
CUST1455,"Rice Bowl, Wrap",11:15 AM,14,23.23,UPI,Green Park,DEL043,2.8
CUST1456,Coffee,8:59 PM,60,21.76,Credit Card,Airport Zone,DEL073,3.5
CUST1457,Momos,6:40 AM,30,17.84,UPI,Uptown,DEL063,1.9
CUST1458,"Pasta, Smoothie, Milkshake",9:36 PM,21,3.1,UPI,Old Town,DEL059,3.7
CUST1459,Coffee,10:44 PM,59,19.51,UPI,Old Town,DEL060,4.1
CUST1460,"Momos, Samosa, Coffee",9:12 AM,13,20.29,UPI,Uptown,DEL074,2.9
CUST1461,Chips,3:38 AM,51,19.31,Cash,City Center,DEL006,3.5
CUST1462,"Fries, Juice, Pizza, Samosa",2:40 AM,93,3.29,UPI,Lakeside,DEL012,2.8
CUST1463,"Wrap, Smoothie, Salad, Hotdog",12:21 PM,47,16.28,UPI,Metro Square,DEL037,4.6
CUST1464,"Tea, Burger, Coke, Pizza",9:12 AM,34,20.94,Credit Card,Old Town,DEL059,3
CUST1465,"Momos, Rice Bowl, Pizza",12:32 AM,23,14.65,Cash,Old Town,DEL045,4.4
CUST1466,"Hotdog, Paneer Tikka, Samosa",9:46 PM,84,16.34,Cash,Metro Square,DEL039,4.2
CUST1467,"Chips, Burger, Sandwich",6:40 PM,41,11.73,UPI,Tech Valley,DEL051,2.6
CUST1468,"Salad, Biryani, Juice",10:11 AM,20,13.45,Credit Card,Metro Square,DEL079,1.9
CUST1469,"Tea, Smoothie",7:07 AM,70,1.34,Credit Card,Uptown,DEL023,2.6
CUST1470,Wrap,4:02 AM,27,16.15,Credit Card,Old Town,DEL054,4.3
CUST1471,"Wrap, Tea, Smoothie, Hotdog",5:07 AM,36,2.5,Cash,City Center,DEL032,1.9
CUST1472,"Rice Bowl, Sandwich, Coffee",6:04 PM,64,11.16,Cash,Downtown,DEL023,3.1
CUST1473,"Paneer Tikka, Wrap, Sandwich",11:53 AM,63,7.67,Wallet,Metro Square,DEL080,4.2
CUST1474,Samosa,12:49 AM,91,13.86,UPI,Sunset Street,DEL056,2.4
CUST1475,"Fries, Wrap, Samosa, Paneer Tikka",11:31 AM,96,3.77,Credit Card,Downtown,DEL059,3.6
CUST1476,Noodles,12:17 PM,84,17.45,Credit Card,Tech Valley,DEL050,2
CUST1477,"Pasta, Fries",9:36 AM,30,19.98,Credit Card,Tech Valley,DEL024,1.4
CUST1478,"Juice, Tea, Fries",8:29 PM,53,4.5,Cash,Airport Zone,DEL073,4.2
CUST1479,"Tea, Fries, Biryani, Smoothie",9:30 AM,14,3.06,UPI,Lakeside,DEL013,1.4
CUST1480,Noodles,12:45 AM,96,4.07,Debit Card,Downtown,DEL051,2.1
CUST1481,"Wrap, Smoothie, Samosa, Salad",1:00 AM,50,21.99,Wallet,Uptown,DEL006,4.4
CUST1482,Momos,4:26 AM,68,13.44,Wallet,Downtown,DEL031,2.4
CUST1483,"Hotdog, Burger, Coke, Pasta",5:29 PM,98,11.95,Wallet,Sunset Street,DEL021,4.9
CUST1484,"Sandwich, Salad",12:19 PM,114,3.11,Wallet,Lakeside,DEL036,4.9
CUST1485,Sandwich,9:34 AM,63,16.41,Credit Card,City Center,DEL069,2.1
CUST1486,"Biryani, Sandwich",9:48 PM,83,21.77,UPI,Riverside,DEL038,1.2
CUST1487,Pasta,1:31 PM,31,20.79,Wallet,Sunset Street,DEL009,3.8
CUST1488,"Samosa, Wrap",12:19 PM,92,15.84,UPI,City Center,DEL028,2.8
CUST1489,"Tea, Smoothie, Rice Bowl",6:28 PM,74,2.34,UPI,Lakeside,DEL064,1.4
CUST1490,Noodles,6:28 PM,73,3.25,UPI,Old Town,DEL053,3.8
CUST1491,"Biryani, Chips, Milkshake",9:56 AM,80,1.71,UPI,City Center,DEL071,1.1
CUST1492,Sandwich,2:26 AM,13,6.81,Credit Card,Tech Valley,DEL016,4.5
CUST1493,"Paneer Tikka, Sandwich",6:24 AM,74,3.82,UPI,Old Town,DEL048,1.6
CUST1494,"Pasta, Paneer Tikka",11:27 AM,24,6.87,Debit Card,Lakeside,DEL010,1.5
CUST1495,"Chips, Juice, Fries, Rice Bowl",10:02 PM,113,9.93,UPI,Riverside,DEL014,1.7
CUST1496,"Smoothie, Momos",8:54 AM,85,23.6,Wallet,Riverside,DEL065,4.8
CUST1497,"Salad, Chips",10:02 AM,31,15.45,Debit Card,Hillview,DEL042,3.8
CUST1498,"Coke, Salad, Juice",12:26 AM,95,20.96,UPI,Airport Zone,DEL053,4.2
CUST1499,"Hotdog, Momos, Coke, Tea",7:22 AM,56,17.9,Cash,Old Town,DEL058,2.6
CUST1500,"Tea, Coke",10:44 AM,90,3.26,Wallet,Metro Square,DEL022,2.3
CUST1501,"Burger, Coffee, Pizza, Chips",7:30 AM,102,18.53,Cash,Tech Valley,DEL033,1.9
CUST1502,"Rice Bowl, Noodles, Smoothie, Momos",6:02 AM,55,7.24,Credit Card,Metro Square,DEL027,2.9
CUST1503,"Burger, Sandwich",6:47 PM,23,16.16,Wallet,Hillview,DEL065,3.2
CUST1504,"Burger, Momos, Rice Bowl, Coffee",12:17 PM,59,8.85,Wallet,Lakeside,DEL006,3.5
CUST1505,"Paneer Tikka, Coffee",6:27 PM,29,24.94,UPI,Sunset Street,DEL060,2
CUST1506,"Pizza, Sandwich, Pasta",7:11 PM,59,6.96,Cash,Downtown,DEL004,4.8
CUST1507,"Momos, Noodles, Chips",2:28 PM,42,7.34,UPI,Riverside,DEL010,1.7
CUST1508,"Chips, Momos, Hotdog",2:07 AM,68,23.3,Credit Card,Airport Zone,DEL060,4.9
CUST1509,"Momos, Biryani, Smoothie",8:36 PM,52,1.1,Credit Card,Green Park,DEL049,1.1
CUST1510,"Pizza, Smoothie, Hotdog",8:22 PM,88,17.57,Cash,Downtown,DEL044,2.9
CUST1511,"Biryani, Salad, Coffee, Pasta",4:36 AM,21,18.27,UPI,Tech Valley,DEL052,2.3
CUST1512,Rice Bowl,10:24 PM,49,20.99,Wallet,Sunset Street,DEL025,2.8
CUST1513,Chips,7:20 AM,29,24.37,Cash,Green Park,DEL051,3.3
CUST1514,Rice Bowl,6:03 AM,103,24.4,Debit Card,Sunset Street,DEL005,2.7
CUST1515,Chips,10:23 PM,47,2.1,Credit Card,Old Town,DEL002,2.7
CUST1516,"Chips, Coffee, Pizza",6:29 PM,12,20.64,Wallet,Lakeside,DEL033,3.9
CUST1517,"Paneer Tikka, Hotdog, Burger, Sandwich",11:00 PM,37,16.33,Debit Card,Tech Valley,DEL015,3.7
CUST1518,"Momos, Wrap, Milkshake",5:23 AM,65,16.36,Credit Card,Old Town,DEL018,4.3
CUST1519,"Fries, Coke, Milkshake",11:07 AM,99,3.64,Wallet,Airport Zone,DEL042,2
CUST1520,Coffee,5:33 AM,103,16.43,Wallet,Riverside,DEL060,3.4
CUST1521,Burger,5:29 AM,22,24.57,Wallet,Riverside,DEL063,3.3
CUST1522,"Samosa, Coke, Pizza",1:43 PM,86,22.84,UPI,Green Park,DEL060,2.5
CUST1523,"Burger, Chips",6:27 AM,75,11.26,Cash,Green Park,DEL009,2.9
CUST1524,"Hotdog, Chips, Burger, Fries",9:15 AM,46,1.48,Cash,Airport Zone,DEL011,2.3
CUST1525,"Pizza, Paneer Tikka",2:54 AM,58,9.38,UPI,Sunset Street,DEL071,1.6
CUST1526,"Coke, Chips, Paneer Tikka",10:39 AM,111,20.75,UPI,Downtown,DEL032,1.9
CUST1527,"Fries, Samosa, Momos, Wrap",9:58 AM,75,17.69,Debit Card,Sunset Street,DEL057,1.4
